회사명,항목,외인순매,기관순매,개인순매,개반순매,법인순매,외기개반,종가
제닉스,골크_일중,0,0,10,0,0,0,10
제닉스,골크_일장,0,0,10,0,0,0,10
제닉스,골크_단중,10,10,10,0,0,6,10
제닉스,골크_단장,10,10,10,0,0,6,10
제닉스,골크_중장,10,0,10,0,0,3,10
제닉스,우상향_5,0,0,10,0,10,0,10
제닉스,우상향_20,10,0,10,0,0,3,10
제닉스,우상향_60,20,0,20,0,0,6,20
제닉스,합계,60,20,100,0,20,26,100
태경케미컬,골크_일단,0,0,10,0,10,0,10
태경케미컬,골크_일중,0,0,10,0,10,0,10
태경케미컬,골크_일장,10,0,10,0,0,3,10
태경케미컬,골크_단중,10,0,10,0,10,3,10
태경케미컬,골크_단장,10,0,10,0,0,3,10
태경케미컬,골크_중장,10,0,10,0,0,3,10
태경케미컬,우상향_5,0,10,10,0,10,3,10
태경케미컬,우상향_20,10,0,10,0,10,3,10
태경케미컬,우상향_60,20,0,20,0,0,6,20
태경케미컬,합계,70,10,100,0,50,26,100
코텍,골크_일단,10,10,0,10,10,10,10
코텍,골크_일중,10,0,0,10,10,6,10
코텍,골크_일장,10,0,0,10,10,6,10
코텍,골크_단중,10,0,0,10,10,6,10
코텍,골크_단장,10,0,0,10,10,6,10
코텍,골크_중장,10,0,0,10,10,6,10
코텍,우상향_5,10,10,0,10,10,10,10
코텍,우상향_20,10,0,0,10,10,6,10
코텍,우상향_60,20,0,0,20,20,13,20
코텍,합계,100,20,0,100,100,73,100
아티스트스튜디오,골크_일단,10,10,0,10,0,10,10
아티스트스튜디오,골크_일중,0,10,0,10,10,6,10
아티스트스튜디오,골크_일장,0,10,10,0,0,3,10
아티스트스튜디오,골크_단중,0,10,10,0,10,3,10
아티스트스튜디오,골크_단장,0,10,10,0,0,3,10
아티스트스튜디오,골크_중장,0,0,10,0,0,0,10
아티스트스튜디오,우상향_5,10,10,0,10,0,10,10
아티스트스튜디오,우상향_20,0,10,10,0,10,3,10
아티스트스튜디오,우상향_60,0,0,20,0,0,0,20
아티스트스튜디오,합계,20,70,70,30,30,40,100
페이퍼코리아,골크_일단,10,10,10,0,0,6,10
페이퍼코리아,골크_일중,10,10,10,0,0,6,10
페이퍼코리아,골크_일장,0,10,10,0,0,3,10
페이퍼코리아,골크_단중,10,10,10,0,0,6,10
페이퍼코리아,골크_단장,0,10,10,0,0,3,10
페이퍼코리아,골크_중장,0,10,10,0,0,3,10
페이퍼코리아,우상향_5,0,10,10,0,0,3,10
페이퍼코리아,우상향_20,0,10,10,0,0,3,10
페이퍼코리아,우상향_60,20,20,20,0,0,13,20
페이퍼코리아,합계,50,100,100,0,0,50,100
일진파워,골크_일단,0,10,10,0,10,3,10
일진파워,골크_일중,0,10,10,0,0,3,10
일진파워,골크_일장,0,10,0,10,0,6,10
일진파워,골크_단중,0,10,10,0,0,3,10
일진파워,골크_단장,0,10,0,10,0,6,10
일진파워,골크_중장,0,10,0,10,10,6,10
일진파워,우상향_5,0,10,10,0,10,3,10
일진파워,우상향_20,0,10,10,0,0,3,10
일진파워,우상향_60,0,20,0,20,0,13,20
일진파워,합계,0,100,50,50,30,50,100
신라교역,골크_일단,0,10,10,0,10,3,10
신라교역,골크_일중,0,10,10,0,10,3,10
신라교역,골크_일장,0,0,10,0,0,0,10
신라교역,골크_단중,0,10,0,10,10,6,10
신라교역,골크_단장,0,0,10,0,0,0,10
신라교역,골크_중장,0,0,10,0,0,0,10
신라교역,우상향_5,0,10,10,0,10,3,10
신라교역,우상향_20,0,10,10,0,10,3,10
신라교역,우상향_60,0,0,20,0,0,0,20
신라교역,합계,0,50,90,10,50,20,100
디엔에이링크,골크_일단,0,10,10,0,0,3,10
디엔에이링크,골크_일중,0,0,10,0,0,0,10
디엔에이링크,골크_일장,0,0,10,0,0,0,10
디엔에이링크,골크_단중,0,0,10,0,0,0,10
디엔에이링크,골크_단장,0,0,10,0,0,0,10
디엔에이링크,골크_중장,10,0,10,0,0,3,10
디엔에이링크,우상향_5,0,10,10,0,10,3,10
디엔에이링크,우상향_20,0,0,10,0,0,0,10
디엔에이링크,우상향_60,20,20,20,0,0,13,20
디엔에이링크,합계,30,40,100,0,10,23,100
헥토파이낸셜,골크_일단,0,0,10,0,10,0,10
헥토파이낸셜,골크_일중,0,0,10,0,0,0,10
헥토파이낸셜,골크_일장,10,0,0,10,0,6,10
헥토파이낸셜,골크_단중,0,0,10,0,0,0,10
헥토파이낸셜,골크_단장,10,0,0,10,0,6,10
헥토파이낸셜,골크_중장,10,10,0,10,0,10,10
헥토파이낸셜,우상향_5,0,0,10,0,10,0,10
헥토파이낸셜,우상향_20,0,0,10,0,10,0,10
헥토파이낸셜,우상향_60,20,0,0,20,20,13,20
헥토파이낸셜,합계,50,10,50,50,50,36,100
이엠코리아,골크_일단,0,0,10,0,10,0,10
이엠코리아,골크_일중,10,0,0,10,10,6,10
이엠코리아,골크_일장,10,0,0,10,10,6,10
이엠코리아,골크_단중,10,0,0,10,10,6,10
이엠코리아,골크_단장,10,0,0,10,10,6,10
이엠코리아,골크_중장,10,0,0,10,10,6,10
이엠코리아,우상향_5,0,0,0,10,10,3,10
이엠코리아,우상향_20,10,0,0,10,10,6,10
이엠코리아,우상향_60,20,0,0,20,20,13,20
이엠코리아,합계,80,0,10,90,100,56,100
디와이파워,골크_일단,0,0,10,0,0,0,10
디와이파워,골크_일중,0,0,10,0,0,0,10
디와이파워,골크_일장,0,0,10,0,0,0,10
디와이파워,골크_단중,0,0,10,0,0,0,10
디와이파워,골크_단장,0,0,10,0,0,0,10
디와이파워,골크_중장,0,0,10,0,0,0,10
디와이파워,우상향_5,0,0,10,0,0,0,10
디와이파워,우상향_20,0,0,10,0,0,0,10
디와이파워,우상향_60,0,0,20,0,0,0,20
디와이파워,합계,0,0,100,0,0,0,100
도이치모터스,골크_일단,0,0,10,0,10,0,10
도이치모터스,골크_일중,0,0,10,0,10,0,10
도이치모터스,골크_일장,0,0,0,10,10,3,10
도이치모터스,골크_단중,0,0,10,0,10,0,10
도이치모터스,골크_단장,0,0,0,10,10,3,10
도이치모터스,골크_중장,0,0,0,10,10,3,10
도이치모터스,우상향_5,0,0,10,0,10,0,10
도이치모터스,우상향_20,0,0,10,0,10,0,10
도이치모터스,우상향_60,0,0,0,20,20,6,20
도이치모터스,합계,0,0,50,50,100,16,100
스맥,골크_일단,0,0,10,0,10,0,10
스맥,골크_일중,0,0,10,0,10,0,10
스맥,골크_일장,0,0,10,0,0,0,10
스맥,골크_단중,0,0,10,0,10,0,10
스맥,골크_단장,10,0,0,10,0,6,10
스맥,골크_중장,10,0,0,10,0,6,10
스맥,우상향_5,0,0,10,0,10,0,10
스맥,우상향_20,0,0,10,0,10,0,10
스맥,우상향_60,20,0,0,20,0,13,20
스맥,합계,40,0,60,40,50,26,100
엘앤케이바이오,골크_일단,0,0,10,0,0,0,10
엘앤케이바이오,골크_일중,0,0,10,0,10,0,10
엘앤케이바이오,골크_일장,0,0,0,10,10,3,10
엘앤케이바이오,골크_단중,0,0,10,0,10,0,10
엘앤케이바이오,골크_단장,10,0,0,10,10,6,10
엘앤케이바이오,골크_중장,10,0,0,10,10,6,10
엘앤케이바이오,우상향_5,0,0,10,0,0,0,10
엘앤케이바이오,우상향_20,0,0,0,10,10,3,10
엘앤케이바이오,우상향_60,20,0,0,20,20,13,20
엘앤케이바이오,합계,40,0,40,60,80,33,100
제노코,골크_일단,0,10,10,0,10,3,10
제노코,골크_일중,0,10,10,0,10,3,10
제노코,골크_일장,0,10,10,0,10,3,10
제노코,골크_단중,10,10,0,10,10,10,10
제노코,골크_단장,10,10,0,10,10,10,10
제노코,골크_중장,10,0,10,0,10,3,10
제노코,우상향_5,0,10,0,10,10,6,10
제노코,우상향_20,0,10,10,0,10,3,10
제노코,우상향_60,20,0,20,0,20,6,20
제노코,합계,50,70,70,30,100,50,100
한국경제TV,골크_일단,0,10,0,10,0,6,10
한국경제TV,골크_일중,0,10,0,10,0,6,10
한국경제TV,골크_일장,0,10,0,10,0,6,10
한국경제TV,골크_단중,0,10,0,10,0,6,10
한국경제TV,골크_단장,0,10,0,10,0,6,10
한국경제TV,골크_중장,0,10,0,10,0,6,10
한국경제TV,우상향_5,0,10,0,10,0,6,10
한국경제TV,우상향_20,0,10,0,10,10,6,10
한국경제TV,우상향_60,0,20,0,20,0,13,20
한국경제TV,합계,0,100,0,100,10,66,100
매일홀딩스,골크_일단,10,10,0,10,0,10,10
매일홀딩스,골크_일중,10,10,0,10,0,10,10
매일홀딩스,골크_일장,0,10,0,10,0,6,10
매일홀딩스,골크_단중,10,10,0,10,0,10,10
매일홀딩스,골크_단장,0,10,0,10,0,6,10
매일홀딩스,골크_중장,0,10,0,10,0,6,10
매일홀딩스,우상향_5,10,10,0,10,0,10,10
매일홀딩스,우상향_20,0,10,0,10,0,6,10
매일홀딩스,우상향_60,0,20,0,20,0,13,20
매일홀딩스,합계,40,100,0,100,0,80,100
그리드위즈,골크_일단,0,0,10,0,10,0,10
그리드위즈,골크_일중,0,0,10,0,10,0,10
그리드위즈,골크_일장,0,0,10,0,10,0,10
그리드위즈,골크_단중,0,0,10,0,10,0,10
그리드위즈,골크_단장,0,0,10,0,10,0,10
그리드위즈,골크_중장,10,0,0,10,10,6,10
그리드위즈,우상향_5,0,0,10,0,10,0,10
그리드위즈,우상향_20,0,0,10,0,10,0,10
그리드위즈,우상향_60,20,20,0,20,20,20,20
그리드위즈,합계,30,20,70,30,100,26,100
한솔테크닉스,골크_일단,0,10,10,0,10,3,10
한솔테크닉스,골크_일중,0,0,10,0,0,0,10
한솔테크닉스,골크_일장,0,0,10,0,0,0,10
한솔테크닉스,골크_단중,0,0,10,0,0,0,10
한솔테크닉스,골크_단장,0,0,10,0,0,0,10
한솔테크닉스,골크_중장,10,0,10,0,0,3,10
한솔테크닉스,우상향_5,0,10,10,0,0,3,10
한솔테크닉스,우상향_20,0,0,10,0,0,0,10
한솔테크닉스,우상향_60,0,0,20,0,0,0,20
한솔테크닉스,합계,10,20,100,0,10,10,100
범한퓨얼셀,골크_일단,0,0,10,0,10,0,10
범한퓨얼셀,골크_일중,0,10,10,0,10,3,10
범한퓨얼셀,골크_일장,10,0,0,10,10,6,10
범한퓨얼셀,골크_단중,10,10,0,10,10,10,10
범한퓨얼셀,골크_단장,10,0,0,10,10,6,10
범한퓨얼셀,골크_중장,10,0,0,10,0,6,10
범한퓨얼셀,우상향_5,0,0,10,0,10,0,10
범한퓨얼셀,우상향_20,10,10,0,10,10,10,10
범한퓨얼셀,우상향_60,20,0,0,20,0,13,20
범한퓨얼셀,합계,70,30,30,70,70,56,100
레이,골크_일단,0,10,10,0,10,3,10
레이,골크_일중,10,0,10,0,10,3,10
레이,골크_일장,10,0,10,0,0,3,10
레이,골크_단중,10,0,0,10,10,6,10
레이,골크_단장,10,0,0,10,0,6,10
레이,골크_중장,10,0,10,0,0,3,10
레이,우상향_5,0,10,0,10,10,6,10
레이,우상향_20,10,0,0,10,10,6,10
레이,우상향_60,20,0,20,0,0,6,20
레이,합계,80,20,60,40,50,46,100
경남스틸,골크_일단,0,10,10,0,10,3,10
경남스틸,골크_일중,0,10,10,0,10,3,10
경남스틸,골크_일장,0,0,10,0,10,0,10
경남스틸,골크_단중,0,10,10,0,10,3,10
경남스틸,골크_단장,0,0,10,0,10,0,10
경남스틸,골크_중장,10,0,10,0,0,3,10
경남스틸,우상향_5,0,10,10,0,0,3,10
경남스틸,우상향_20,0,10,0,10,10,6,10
경남스틸,우상향_60,20,0,20,0,0,6,20
경남스틸,합계,30,50,90,10,60,30,100
팜스토리,골크_일단,0,10,10,0,0,3,10
팜스토리,골크_일중,0,10,10,0,0,3,10
팜스토리,골크_일장,10,0,0,10,0,6,10
팜스토리,골크_단중,0,10,10,0,0,3,10
팜스토리,골크_단장,10,0,0,10,10,6,10
팜스토리,골크_중장,10,0,0,10,10,6,10
팜스토리,우상향_5,0,10,10,0,0,3,10
팜스토리,우상향_20,0,10,10,0,0,3,10
팜스토리,우상향_60,20,0,0,20,20,13,20
팜스토리,합계,50,50,50,50,40,50,100
비씨엔씨,골크_일단,10,0,10,0,0,3,10
비씨엔씨,골크_일중,0,0,10,0,0,0,10
비씨엔씨,골크_일장,0,0,10,0,0,0,10
비씨엔씨,골크_단중,0,0,10,0,0,0,10
비씨엔씨,골크_단장,0,0,10,0,0,0,10
비씨엔씨,골크_중장,10,0,10,0,0,3,10
비씨엔씨,우상향_5,0,0,10,0,10,0,10
비씨엔씨,우상향_20,0,0,10,0,0,0,10
비씨엔씨,우상향_60,20,0,20,0,0,6,20
비씨엔씨,합계,40,0,100,0,10,13,100
에스비비테크,골크_일단,10,0,0,10,10,6,10
에스비비테크,골크_일중,0,0,10,0,10,0,10
에스비비테크,골크_일장,10,0,10,0,10,3,10
에스비비테크,골크_단중,0,0,10,0,10,0,10
에스비비테크,골크_단장,0,0,10,0,0,0,10
에스비비테크,골크_중장,10,0,10,0,0,3,10
에스비비테크,우상향_5,10,0,10,0,10,3,10
에스비비테크,우상향_20,0,0,10,0,10,0,10
에스비비테크,우상향_60,0,0,20,0,0,0,20
에스비비테크,합계,40,0,90,10,60,16,100
금호에이치티,골크_일단,0,10,0,10,10,6,10
금호에이치티,골크_일중,10,0,0,10,10,6,10
금호에이치티,골크_일장,10,10,0,10,10,10,10
금호에이치티,골크_단중,10,0,0,10,10,6,10
금호에이치티,골크_단장,10,10,0,10,10,10,10
금호에이치티,골크_중장,10,10,0,10,10,10,10
금호에이치티,우상향_5,0,10,0,10,10,6,10
금호에이치티,우상향_20,10,0,0,10,10,6,10
금호에이치티,우상향_60,0,0,0,20,20,6,20
금호에이치티,합계,60,50,0,100,100,70,100
디씨엠,골크_일단,0,10,10,0,10,3,10
디씨엠,골크_일중,0,10,0,10,10,6,10
디씨엠,골크_일장,0,10,0,10,10,6,10
디씨엠,골크_단중,0,10,0,10,10,6,10
디씨엠,골크_단장,0,10,0,10,10,6,10
디씨엠,골크_중장,0,10,0,10,10,6,10
디씨엠,우상향_5,0,10,0,10,10,6,10
디씨엠,우상향_20,0,10,0,10,10,6,10
디씨엠,우상향_60,0,20,0,20,0,13,20
디씨엠,합계,0,100,10,90,80,63,100
웹케시,골크_일단,10,0,0,10,10,6,10
웹케시,골크_일중,10,0,0,10,10,6,10
웹케시,골크_일장,0,0,10,0,0,0,10
웹케시,골크_단중,10,0,0,10,10,6,10
웹케시,골크_단장,0,0,10,0,0,0,10
웹케시,골크_중장,0,0,10,0,0,0,10
웹케시,우상향_5,10,0,0,10,10,6,10
웹케시,우상향_20,10,0,10,0,10,3,10
웹케시,우상향_60,0,0,20,0,0,0,20
웹케시,합계,50,0,60,40,50,30,100
디엔에프,골크_일단,0,10,10,0,10,3,10
디엔에프,골크_일중,0,10,10,0,10,3,10
디엔에프,골크_일장,0,10,0,10,10,6,10
디엔에프,골크_단중,0,10,0,10,10,6,10
디엔에프,골크_단장,10,10,0,10,10,10,10
디엔에프,골크_중장,10,10,0,10,10,10,10
디엔에프,우상향_5,0,10,0,10,10,6,10
디엔에프,우상향_20,0,10,0,10,10,6,10
디엔에프,우상향_60,20,20,0,20,20,20,20
디엔에프,합계,40,100,20,80,100,73,100
일승,골크_일단,0,0,10,0,10,0,10
일승,골크_일중,0,0,10,0,10,0,10
일승,골크_일장,0,10,10,0,0,3,10
일승,골크_단중,0,0,10,0,10,0,10
일승,골크_단장,0,10,10,0,0,3,10
일승,골크_중장,0,10,10,0,0,3,10
일승,우상향_5,0,0,10,0,10,0,10
일승,우상향_20,0,0,10,0,10,0,10
일승,우상향_60,0,20,20,0,0,6,20
일승,합계,0,50,100,0,50,16,100
티케이케미칼,골크_일단,10,0,0,10,0,6,10
티케이케미칼,골크_일중,10,0,0,10,10,6,10
티케이케미칼,골크_일장,10,10,0,10,0,10,10
티케이케미칼,골크_단중,10,0,0,10,10,6,10
티케이케미칼,골크_단장,10,10,0,10,0,10,10
티케이케미칼,골크_중장,0,10,10,0,0,3,10
티케이케미칼,우상향_5,10,0,0,10,0,6,10
티케이케미칼,우상향_20,10,10,0,10,10,10,10
티케이케미칼,우상향_60,20,20,0,20,0,20,20
티케이케미칼,합계,90,60,10,90,30,80,100
코세스,골크_일단,0,10,10,0,0,3,10
코세스,골크_일중,0,0,10,0,10,0,10
코세스,골크_일장,10,10,0,10,0,10,10
코세스,골크_단중,0,0,10,0,10,0,10
코세스,골크_단장,10,10,0,10,0,10,10
코세스,골크_중장,10,10,0,10,0,10,10
코세스,우상향_5,0,10,10,0,0,3,10
코세스,우상향_20,10,0,0,10,10,6,10
코세스,우상향_60,0,20,0,20,0,13,20
코세스,합계,40,70,40,60,30,56,100
윈스,골크_일단,10,0,0,10,10,6,10
윈스,골크_일중,0,0,10,0,10,0,10
윈스,골크_일장,10,0,10,0,0,3,10
윈스,골크_단중,0,0,10,0,10,0,10
윈스,골크_단장,10,0,10,0,0,3,10
윈스,골크_중장,10,10,0,10,0,10,10
윈스,우상향_5,10,10,0,10,10,10,10
윈스,우상향_20,0,0,10,0,10,0,10
윈스,우상향_60,20,20,0,20,0,20,20
윈스,합계,70,40,50,50,50,53,100
SG글로벌,골크_일단,10,10,0,10,10,10,10
SG글로벌,골크_일중,10,10,0,10,10,10,10
SG글로벌,골크_일장,10,10,0,10,10,10,10
SG글로벌,골크_단중,10,10,0,10,10,10,10
SG글로벌,골크_단장,10,10,0,10,10,10,10
SG글로벌,골크_중장,10,10,0,10,0,10,10
SG글로벌,우상향_5,10,10,0,10,10,10,10
SG글로벌,우상향_20,10,10,0,10,10,10,10
SG글로벌,우상향_60,20,20,0,20,20,20,20
SG글로벌,합계,100,100,0,100,90,100,100
드림어스컴퍼니,골크_일단,0,10,0,10,10,6,10
드림어스컴퍼니,골크_일중,0,10,10,0,10,3,10
드림어스컴퍼니,골크_일장,0,10,0,10,10,6,10
드림어스컴퍼니,골크_단중,0,10,10,0,10,3,10
드림어스컴퍼니,골크_단장,0,10,0,10,10,6,10
드림어스컴퍼니,골크_중장,10,10,0,10,10,10,10
드림어스컴퍼니,우상향_5,0,10,0,10,10,6,10
드림어스컴퍼니,우상향_20,0,10,10,0,10,3,10
드림어스컴퍼니,우상향_60,20,20,0,20,20,20,20
드림어스컴퍼니,합계,30,100,30,70,100,66,100
YTN,골크_일단,10,10,0,10,10,10,10
YTN,골크_일중,0,0,10,0,0,0,10
YTN,골크_일장,0,0,10,0,0,0,10
YTN,골크_단중,0,0,10,0,0,0,10
YTN,골크_단장,0,0,10,0,0,0,10
YTN,골크_중장,0,0,10,0,0,0,10
YTN,우상향_5,0,10,0,10,10,6,10
YTN,우상향_20,0,0,10,0,10,0,10
YTN,우상향_60,0,0,20,0,0,0,20
YTN,합계,10,20,80,20,30,16,100
국보디자인,골크_일단,0,0,10,0,0,0,10
국보디자인,골크_일중,10,0,10,0,0,3,10
국보디자인,골크_일장,10,10,0,10,0,10,10
국보디자인,골크_단중,10,0,10,0,0,3,10
국보디자인,골크_단장,10,10,0,10,0,10,10
국보디자인,골크_중장,10,10,0,10,0,10,10
국보디자인,우상향_5,0,0,10,0,0,0,10
국보디자인,우상향_20,10,0,0,10,0,6,10
국보디자인,우상향_60,20,20,0,20,0,20,20
국보디자인,합계,80,50,40,60,0,63,100
온코크로스,골크_일단,10,10,10,0,0,6,10
온코크로스,골크_일중,10,10,10,0,0,6,10
온코크로스,골크_일장,0,0,0,0,0,0,0
온코크로스,골크_단중,10,10,10,0,0,6,10
온코크로스,골크_단장,0,0,0,0,0,0,0
온코크로스,골크_중장,0,0,0,0,0,0,0
온코크로스,우상향_5,10,10,10,0,0,6,10
온코크로스,우상향_20,10,10,10,0,0,6,10
온코크로스,우상향_60,0,0,0,0,0,0,0
온코크로스,합계,50,50,50,0,0,33,50
STX,골크_일단,0,0,10,0,10,0,10
STX,골크_일중,0,0,10,0,10,0,10
STX,골크_일장,10,0,0,10,0,6,10
STX,골크_단중,10,0,0,10,10,6,10
STX,골크_단장,10,0,0,10,0,6,10
STX,골크_중장,10,0,0,10,0,6,10
STX,우상향_5,0,0,10,0,10,0,10
STX,우상향_20,10,0,0,10,10,6,10
STX,우상향_60,20,0,0,20,0,13,20
STX,합계,70,0,30,70,50,46,100
이랜텍,골크_일단,0,0,10,0,0,0,10
이랜텍,골크_일중,0,0,10,0,0,0,10
이랜텍,골크_일장,10,0,10,0,0,3,10
이랜텍,골크_단중,0,0,10,0,0,0,10
이랜텍,골크_단장,10,0,0,10,0,6,10
이랜텍,골크_중장,10,0,0,10,10,6,10
이랜텍,우상향_5,0,0,10,0,0,0,10
이랜텍,우상향_20,0,0,10,0,0,0,10
이랜텍,우상향_60,20,0,0,20,0,13,20
이랜텍,합계,50,0,60,40,10,30,100
유화증권,골크_일단,0,10,0,10,0,6,10
유화증권,골크_일중,0,10,0,10,0,6,10
유화증권,골크_일장,0,0,10,0,10,0,10
유화증권,골크_단중,0,10,0,10,0,6,10
유화증권,골크_단장,0,0,10,0,10,0,10
유화증권,골크_중장,0,0,10,0,10,0,10
유화증권,우상향_5,10,10,0,10,0,10,10
유화증권,우상향_20,0,10,0,10,0,6,10
유화증권,우상향_60,0,0,20,0,20,0,20
유화증권,합계,10,50,50,50,50,36,100
케이씨에스,골크_일단,10,0,0,10,10,6,10
케이씨에스,골크_일중,0,0,10,0,10,0,10
케이씨에스,골크_일장,10,0,0,10,10,6,10
케이씨에스,골크_단중,0,0,10,0,10,0,10
케이씨에스,골크_단장,0,0,10,0,10,0,10
케이씨에스,골크_중장,10,10,0,10,10,10,10
케이씨에스,우상향_5,0,0,0,10,10,3,10
케이씨에스,우상향_20,10,10,0,10,10,10,10
케이씨에스,우상향_60,0,20,20,0,20,6,20
케이씨에스,합계,40,40,50,50,100,43,100
제이스코홀딩스,골크_일단,0,10,10,0,10,3,10
제이스코홀딩스,골크_일중,0,0,10,0,0,0,10
제이스코홀딩스,골크_일장,0,0,10,0,10,0,10
제이스코홀딩스,골크_단중,0,0,10,0,0,0,10
제이스코홀딩스,골크_단장,0,0,10,0,10,0,10
제이스코홀딩스,골크_중장,0,0,10,0,10,0,10
제이스코홀딩스,우상향_5,0,10,10,0,10,3,10
제이스코홀딩스,우상향_20,0,0,10,0,0,0,10
제이스코홀딩스,우상향_60,0,0,20,0,20,0,20
제이스코홀딩스,합계,0,20,100,0,70,6,100
동국S&C,골크_일단,0,0,10,0,10,0,10
동국S&C,골크_일중,0,0,10,0,10,0,10
동국S&C,골크_일장,0,10,10,0,10,3,10
동국S&C,골크_단중,0,0,10,0,10,0,10
동국S&C,골크_단장,0,10,10,0,10,3,10
동국S&C,골크_중장,0,10,10,0,10,3,10
동국S&C,우상향_5,0,0,10,0,10,0,10
동국S&C,우상향_20,0,10,10,0,10,3,10
동국S&C,우상향_60,0,20,20,0,20,6,20
동국S&C,합계,0,60,100,0,100,20,100
삼보판지,골크_일단,0,0,10,0,0,0,10
삼보판지,골크_일중,0,0,10,0,10,0,10
삼보판지,골크_일장,0,0,10,0,10,0,10
삼보판지,골크_단중,0,0,10,0,10,0,10
삼보판지,골크_단장,0,0,10,0,10,0,10
삼보판지,골크_중장,10,0,10,0,10,3,10
삼보판지,우상향_5,0,0,10,0,0,0,10
삼보판지,우상향_20,0,0,10,0,0,0,10
삼보판지,우상향_60,20,0,20,0,20,6,20
삼보판지,합계,30,0,100,0,70,10,100
에스엠벡셀,골크_일단,10,0,0,10,10,6,10
에스엠벡셀,골크_일중,10,0,0,10,10,6,10
에스엠벡셀,골크_일장,0,0,0,10,10,3,10
에스엠벡셀,골크_단중,10,10,0,10,10,10,10
에스엠벡셀,골크_단장,0,0,0,10,10,3,10
에스엠벡셀,골크_중장,0,0,0,10,10,3,10
에스엠벡셀,우상향_5,10,0,0,10,10,6,10
에스엠벡셀,우상향_20,10,0,0,10,10,6,10
에스엠벡셀,우상향_60,20,0,0,20,20,13,20
에스엠벡셀,합계,70,10,0,100,100,60,100
지어소프트,골크_일단,0,0,0,10,10,3,10
지어소프트,골크_일중,10,0,10,0,0,3,10
지어소프트,골크_일장,10,0,10,0,0,3,10
지어소프트,골크_단중,10,0,10,0,0,3,10
지어소프트,골크_단장,10,0,10,0,0,3,10
지어소프트,골크_중장,10,0,10,0,0,3,10
지어소프트,우상향_5,0,0,10,0,10,0,10
지어소프트,우상향_20,10,0,10,0,0,3,10
지어소프트,우상향_60,20,0,20,0,0,6,20
지어소프트,합계,80,0,90,10,20,30,100
부방,골크_일단,10,10,0,10,0,10,10
부방,골크_일중,10,10,0,10,10,10,10
부방,골크_일장,10,0,0,10,10,6,10
부방,골크_단중,10,10,0,10,10,10,10
부방,골크_단장,10,0,0,10,10,6,10
부방,골크_중장,10,0,0,10,10,6,10
부방,우상향_5,10,10,0,10,0,10,10
부방,우상향_20,10,10,0,10,10,10,10
부방,우상향_60,0,20,0,20,20,13,20
부방,합계,80,70,0,100,80,83,100
아시아나IDT,골크_일단,0,0,10,0,10,0,10
아시아나IDT,골크_일중,0,0,10,0,0,0,10
아시아나IDT,골크_일장,10,0,10,0,10,3,10
아시아나IDT,골크_단중,10,0,0,10,0,6,10
아시아나IDT,골크_단장,10,0,0,10,10,6,10
아시아나IDT,골크_중장,10,0,10,0,10,3,10
아시아나IDT,우상향_5,0,0,10,0,10,0,10
아시아나IDT,우상향_20,0,0,10,0,0,0,10
아시아나IDT,우상향_60,20,0,0,20,20,13,20
아시아나IDT,합계,60,0,60,40,70,33,100
HLB파나진,골크_일단,0,10,10,0,0,3,10
HLB파나진,골크_일중,0,0,10,0,0,0,10
HLB파나진,골크_일장,10,10,0,10,0,10,10
HLB파나진,골크_단중,0,0,10,0,0,0,10
HLB파나진,골크_단장,10,10,0,10,0,10,10
HLB파나진,골크_중장,10,10,0,10,10,10,10
HLB파나진,우상향_5,10,0,0,10,0,6,10
HLB파나진,우상향_20,10,0,0,10,0,6,10
HLB파나진,우상향_60,0,20,20,0,0,6,20
HLB파나진,합계,50,60,50,50,10,53,100
태경비케이,골크_일단,0,0,10,0,10,0,10
태경비케이,골크_일중,0,0,10,0,10,0,10
태경비케이,골크_일장,10,10,0,10,0,10,10
태경비케이,골크_단중,10,0,0,10,10,6,10
태경비케이,골크_단장,10,10,0,10,0,10,10
태경비케이,골크_중장,10,10,0,10,0,10,10
태경비케이,우상향_5,0,0,10,0,10,0,10
태경비케이,우상향_20,10,0,0,10,10,6,10
태경비케이,우상향_60,0,20,20,0,0,6,20
태경비케이,합계,50,50,50,50,50,50,100
오성첨단소재,골크_일단,0,10,10,0,0,3,10
오성첨단소재,골크_일중,0,10,10,0,0,3,10
오성첨단소재,골크_일장,10,10,0,10,0,10,10
오성첨단소재,골크_단중,0,10,10,0,0,3,10
오성첨단소재,골크_단장,10,10,0,10,0,10,10
오성첨단소재,골크_중장,10,10,0,10,0,10,10
오성첨단소재,우상향_5,0,10,10,0,0,3,10
오성첨단소재,우상향_20,0,10,0,10,0,6,10
오성첨단소재,우상향_60,20,20,0,20,20,20,20
오성첨단소재,합계,50,100,40,60,20,70,100
수산중공업,골크_일단,0,10,0,10,10,6,10
수산중공업,골크_일중,10,10,0,10,10,10,10
수산중공업,골크_일장,10,10,0,10,10,10,10
수산중공업,골크_단중,10,10,0,10,10,10,10
수산중공업,골크_단장,10,10,0,10,10,10,10
수산중공업,골크_중장,10,10,0,10,10,10,10
수산중공업,우상향_5,10,10,0,10,10,10,10
수산중공업,우상향_20,10,10,0,10,10,10,10
수산중공업,우상향_60,20,20,0,20,20,20,20
수산중공업,합계,90,100,0,100,100,96,100
아모레G3우(전환),골크_일단,0,0,10,0,10,0,10
아모레G3우(전환),골크_일중,0,0,10,0,10,0,10
아모레G3우(전환),골크_일장,0,0,10,0,10,0,10
